,number,value,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const_1,params_residual_const_2,params_residual_const_3,params_residual_const_4,params_residual_const_5,params_residual_const_6,params_residual_const_7,params_residual_const_8,params_residual_const_9,params_residual_const_10,params_residual_const_11,params_residual_const_12,datetime_start,datetime_complete,duration,state,,
172,172,20.10316647,0.55,0.68,0.16,0.3,0.64,0.68,0.88,0.43,0.13,0.22,0.6,0.68,0.48,0.68,1,0.02,0.91,0.04,0.1,0.87,0.41,0.68,0.28,0.53,01:48.3,02:48.1,0 days 00:00:59.812950,COMPLETE,,
111,111,20.10388691,0.66,0.72,0.54,0.42,0.63,0.76,0.64,0.36,0.1,0.35,0.07,0.85,0.45,0.76,0.5,0.13,0.94,0.02,0.28,0.68,0.44,0.76,1,0.21,02:40.0,03:43.5,0 days 00:01:03.466861,COMPLETE,,
284,284,20.10825423,0.75,0.79,0.1,0.4,0.54,0.6,0.77,0.32,0.21,0.04,1,0.2,0.32,0.52,0.25,0.12,0.99,0,0.11,0.77,0.75,0.81,0.72,0.27,56:28.3,57:17.5,0 days 00:00:49.185343,COMPLETE,,
73,73,20.11192768,0.63,0.98,0.51,0.33,0.69,0.62,0.63,0.22,0.12,0.46,0.02,0.52,0.48,0.57,0.53,0.23,0.86,0.09,0.35,0.77,0.43,0.71,0.88,0.11,55:25.6,55:50.9,0 days 00:00:25.256735,COMPLETE,,
264,264,20.11457609,0.75,0.79,0.07,0.36,0.6,0.6,0.78,0.29,0.06,0.13,0.88,0.56,0.35,0.66,0.49,0.11,0.92,0.06,0.07,0.85,0.77,0.77,0.61,0.34,39:35.2,40:20.6,0 days 00:00:45.487954,COMPLETE,,
209,209,20.11715902,0.77,0.81,0.06,0.41,0.68,0.45,0.8,0.32,0.07,0.25,0.84,0.46,0.45,0.62,0.45,0.19,0.82,0.11,0.05,0.79,0.55,0.84,0.06,0.36,53:56.0,54:35.2,0 days 00:00:39.144325,COMPLETE,,
154,154,20.11944527,0.55,0.72,0.16,0.25,0.62,0.6,0.89,0.38,0.16,0.06,0.64,0.65,0.42,0.6,0.98,0.1,0.94,0,0.13,0.97,0.39,0.66,0.14,0.52,44:27.0,45:28.6,0 days 00:01:01.671433,COMPLETE,,
281,281,20.12100285,0.72,0.82,1,0.41,0.5,0.6,0.73,0.28,0.19,0.09,0.94,0.23,0.34,0.53,0.37,0.14,0.96,0.02,0.12,0.82,0.79,0.88,0.64,0.3,53:55.4,54:46.7,0 days 00:00:51.365102,COMPLETE,,
234,234,20.12141027,0.84,0.86,0.02,0.36,0.61,0.5,0.88,0.36,0.06,0.2,0.78,0.39,0.43,0.66,0.4,0.16,0.88,0.1,0.05,0.84,0.53,0.95,0.03,0.36,14:14.0,14:52.6,0 days 00:00:38.588987,COMPLETE,,
170,170,20.12268034,0.68,0.8,0.14,0.28,0.66,0.65,0.86,0.36,0.17,0.17,0.71,0.64,0.39,0.65,0.95,0.12,0.96,0.08,0.38,0.89,0.47,0.6,0.22,0.63,00:03.0,01:02.9,0 days 00:00:59.841996,COMPLETE,,
999,999,20.12742756,0.06,0.34,0.66,0.76,0.45,0.52,0,0.25,0.15,0.48,0.33,0.86,1,0,0.03,0,0.43,0.24,0.86,0.09,0.29,0.04,0.09,0.51,11:58.0,12:56.3,0 days 00:00:58.257967,COMPLETE,,
77,77,20.13132445,0.74,0.53,0.52,0.22,0.53,0.74,0.62,0.3,0.16,0.45,0.09,0.63,0.4,0.72,0.52,0.09,0.99,0.2,0.41,0.76,0.53,0.72,0.87,0.23,57:14.8,57:38.3,0 days 00:00:23.553279,COMPLETE,,
679,679,20.13894089,0.07,0.62,0.4,0.79,0.34,0.55,0.48,0.36,0.04,0.58,0.28,0.02,0.88,0.08,0.17,0.1,0.39,0.21,0.87,0.29,0.01,0.06,0.25,0.72,02:50.2,03:49.7,0 days 00:00:59.475570,COMPLETE,,
538,538,20.14130033,0.35,0.56,0.38,0.71,0.49,0.47,0.69,0.25,0.04,0.89,0.95,0.01,0.08,0.28,0.05,0.02,0.45,0.67,0.6,0.68,0.11,0,0.28,0.1,02:00.6,02:29.4,0 days 00:00:28.812426,COMPLETE,,
850,850,20.14742862,0.13,0.56,0.61,0.8,1,0.47,0.67,0.25,0.16,0.43,0.33,0.73,0.98,0.08,0.14,0,0.42,0.11,0.83,0.31,0.21,0,0.06,0.66,20:22.7,21:05.5,0 days 00:00:42.888714,COMPLETE,,
640,640,20.14836878,0.08,0.65,0.4,0.9,0.34,0.54,0.54,0.4,0.04,0.62,0.24,0.04,0.85,0.04,0.2,0.12,0.41,0.14,0.95,0.3,0.04,0.09,0.12,0.73,15:17.7,15:51.4,0 days 00:00:33.776971,COMPLETE,,
714,714,20.14894886,0.14,0.68,0.49,0.84,0.39,0.24,0.52,0.34,0.13,0.54,0.57,0.05,0.79,0.06,0.24,0.06,0.38,0.17,0.95,0.16,0.08,0.04,0.15,0.7,32:20.6,32:46.8,0 days 00:00:26.176001,COMPLETE,,
202,202,20.1519604,0.79,0.9,0.01,0.45,0.66,0.46,0.89,0.32,0.15,0.26,0.83,0.49,0.42,0.61,0.44,0.18,0.84,0.49,0.02,0.77,0.56,0.98,0.08,0.42,49:29.5,50:27.9,0 days 00:00:58.397205,COMPLETE,,
541,541,20.15755703,0.34,0.59,0.4,0.74,0.48,0.47,0.71,0.24,0.08,0.87,1,0.07,0.03,0.25,0.04,0.02,0.08,0.69,0.59,0.63,0.15,0.08,0.32,0.08,04:03.4,05:16.2,0 days 00:01:12.820889,COMPLETE,,
103,103,20.16106812,0.69,0.67,0.47,0.35,0.57,0.77,0.68,0.49,0.18,0.38,0.09,0.65,0.41,0.68,0.45,0.03,0.84,0.02,0.3,0.83,0.38,0.75,0.97,0.37,54:18.8,55:00.8,0 days 00:00:41.941314,COMPLETE,,
78,78,20.16564392,0.74,0.53,0.53,0.2,0.52,0.75,0.62,0.33,0.15,0.44,0.1,0.64,0.39,0.76,0.51,0.09,0.97,0.19,0.4,0.74,0.54,0.7,0.86,0.28,57:38.3,58:09.3,0 days 00:00:30.939865,COMPLETE,,
354,354,20.16957905,0.61,0.76,0.21,0.55,0.36,0.39,0.78,0.18,0.07,0.94,0.91,0.24,0.23,0.44,0.27,0.05,1,0.04,0.22,0.55,0.82,0.92,0.44,0.21,45:10.5,45:58.4,0 days 00:00:47.818916,COMPLETE,,
402,402,20.17088522,0.64,0.66,0.14,0.46,0.47,0.45,0.79,0.17,0.05,0.97,0.88,0.3,0.14,0.48,0.34,0,0.96,0.47,0.14,0.47,0.75,0.95,0.49,0.74,02:59.6,03:27.5,0 days 00:00:27.952121,COMPLETE,,
158,158,20.17215802,0.58,0.78,0.07,0.23,0.64,0.58,0.92,0.42,0.15,0.1,0.63,0.62,0.42,0.51,0.97,0.08,0.94,0.02,0.08,0.95,0.38,0.66,0.17,0.47,48:55.4,49:50.4,0 days 00:00:55.033259,COMPLETE,,
135,135,20.17754612,0.54,0.72,0.54,0.33,0.75,0.61,0.83,0.44,0.06,0.31,0.96,0.49,0.28,0.67,0.89,0.06,0.84,0.05,0.29,0.95,0.46,0.54,0.96,0.28,29:20.6,29:54.3,0 days 00:00:33.713285,COMPLETE,,
462,462,20.18096901,0.47,0.6,0.27,0.6,0.5,0.47,0.64,0.22,0.24,1,0.98,0.24,0.04,0.3,0.2,0.39,0.56,0.61,0.81,0.62,0.98,0.25,0.44,0.06,33:17.6,33:42.4,0 days 00:00:24.789056,COMPLETE,,
516,516,20.18171771,0.46,0.64,0.34,0.62,0.45,0.44,0.67,0.24,0.18,0.97,1,0.2,0.13,0.28,0.1,0.54,0.64,0.7,0.75,0.7,1,0.31,0.39,0.08,48:22.7,48:51.7,0 days 00:00:29.026815,COMPLETE,,
143,143,20.18857074,0.65,0.76,0.62,0.36,0.63,0.59,0.75,0.49,0.1,0.22,0.88,0.6,0.33,0.55,0.91,0.13,0.92,0.11,0.09,0.98,0.34,0.46,0.97,0.34,36:04.3,36:38.1,0 days 00:00:33.843527,COMPLETE,,
355,355,20.19040654,0.65,0.7,0.23,0.52,0.3,0.45,0.83,0.16,0.09,0.95,0.96,0.29,0.16,0.45,0.34,0.03,0.4,0.04,0.19,0.53,0.77,0.94,0.5,0.2,45:58.4,46:44.5,0 days 00:00:46.181506,COMPLETE,,
707,707,20.19499357,0.2,0.69,0.51,0.86,0.33,0.51,0.58,0.37,0.3,0.57,0.55,0.07,0.78,0.15,0.25,0.06,0.35,0.11,0.9,0.13,0.07,0,0.2,0.69,28:49.0,29:25.7,0 days 00:00:36.692281,COMPLETE,,
285,285,20.19509477,0.71,0.78,0.12,0.38,0.51,0.58,0.74,0.76,0.17,0.07,1,0.18,0.33,0.48,0.27,0.12,1,0.02,0.1,0.74,0.82,0.82,0.69,0.26,57:17.5,59:36.0,0 days 00:02:18.511349,COMPLETE,,
520,520,20.19990949,0.4,0.6,0.33,0.66,0.43,0.5,0.65,0.26,0.14,0.98,0.98,0.16,0.02,0.26,0.13,0.78,0.62,0.72,0.79,0.66,1,0.23,0.43,0.13,50:25.5,50:53.7,0 days 00:00:28.125207,COMPLETE,,
173,173,20.20017303,0.61,0.66,0.18,0.26,0.54,0.71,0.84,0.46,0.11,0.14,0.66,0.6,0.42,0.68,0.93,0.07,0.93,0.41,0.18,0.81,0.44,0.7,0.13,0.48,02:48.1,04:00.1,0 days 00:01:11.977974,COMPLETE,,
45,45,20.20125241,0.59,0.94,0.66,0.32,0.99,0.6,0.85,0.23,0.15,0.61,0.15,0.63,0.48,0.38,0.6,0.24,0.55,0,0.44,0.56,0.98,0.05,0.93,0.14,40:38.0,41:06.3,0 days 00:00:28.278918,COMPLETE,,
99,99,20.20512826,0.86,0.71,0.44,0.24,0.58,0.64,0.58,0.37,0.18,0.3,0.13,0.61,0.5,0.81,0.48,0.06,0.92,0.09,0.21,0.93,0.45,0.64,0.96,0.29,07:17.0,07:43.4,0 days 00:00:26.346164,COMPLETE,,
532,532,20.21453014,0.3,0.55,0.44,0.68,0.05,0.49,0.73,0.25,0.1,0.98,0.98,0.06,0.05,0.27,0.05,0.01,0.49,0.69,0.56,0.62,0.14,0.09,0.26,1,56:59.1,57:57.6,0 days 00:00:58.478854,COMPLETE,,
493,493,20.22145114,0.38,0.63,0.33,0.57,0.5,0.44,0.69,0.27,0.15,0.9,0.97,0.16,0.08,0.27,0.15,0.91,0.52,0.72,0.64,0.72,0.98,0.21,0.39,0.02,46:40.1,47:06.6,0 days 00:00:26.478464,COMPLETE,,
399,399,20.22264795,0.68,0.74,0.16,0.44,0.5,0.48,0.79,0.15,0.28,0.92,0.9,0.28,0.23,0.35,0.37,0.08,0.94,0.45,0.18,0.51,0.06,0.96,0.45,0.22,14:05.9,14:34.3,0 days 00:00:28.414114,COMPLETE,,
495,495,20.22339993,0.41,0.6,0.32,0.6,0.45,0.46,0.68,0.22,0.19,0.95,1,0.08,0.04,0.23,0.13,0.63,0.61,0.68,0.62,0.62,0.99,0.14,0.41,0.08,47:34.3,48:00.2,0 days 00:00:25.820851,COMPLETE,,
250,250,20.22915741,0.71,0.96,0,0.34,0.59,0.55,0.84,0.24,0.05,0.17,0.9,0.52,0.38,0.56,0.5,0.14,0.9,0.04,0.05,0.89,0.72,0.82,0.07,0.33,28:03.6,29:48.0,0 days 00:01:44.409784,COMPLETE,,
400,400,20.23444458,0.62,0.78,0.12,0.56,0.44,0.96,0.77,0.08,0.12,0.95,0.96,0.26,0.25,0.42,0.32,0.06,0.98,0.4,0.21,0.53,0.79,0.93,0.52,0.15,02:05.8,02:33.4,0 days 00:00:27.606760,COMPLETE,,
148,148,20.23675561,0.62,0.68,0.7,0.38,0.61,0.63,0.77,0.52,0.05,0.34,0.95,0.62,0.35,0.67,0.93,0.05,0.82,0.04,0.08,0.97,0.4,0.62,0.22,0.37,39:21.6,40:30.7,0 days 00:01:09.084971,COMPLETE,,
71,71,20.25193334,0.63,0.8,0.59,0.3,0.6,0.61,0.68,0.24,0.21,0.44,0,0.56,0.41,0.47,0.51,0.25,0.81,0.07,0.43,0.71,0.45,0.71,0.95,0.08,54:35.5,54:59.4,0 days 00:00:23.957331,COMPLETE,,
844,844,20.25204997,0.17,0.56,0.61,0.76,0.43,0.47,0.61,0.27,0.22,0.47,0.31,0.89,0.98,0.1,0.11,0.71,0.43,0.09,0.82,0.35,0.28,0.02,0.1,0.66,16:05.6,16:54.2,0 days 00:00:48.591833,COMPLETE,,
109,109,20.26235097,0.81,0.7,0.57,0.2,0.66,0.7,0.49,0.45,0.12,0.42,0.16,0.48,0.5,0.67,0.38,0.06,0.83,0.05,0.19,0.78,0.42,0.61,0.95,0.45,00:05.3,01:23.9,0 days 00:01:18.679814,COMPLETE,,
869,869,20.26921857,0.94,0.48,0.63,0.73,0.39,0.96,0.67,0.23,0.2,0.41,0.38,0.93,0.95,0.02,0.15,0,0.44,0.17,0.79,0.35,0.18,0.03,0.09,0.5,31:08.5,32:03.4,0 days 00:00:54.947036,COMPLETE,,
54,54,20.27004557,0.57,0.87,0.56,0.31,0.72,0.53,0.6,0.11,0.21,0.7,0.14,0.44,0.67,0.42,0.49,0.27,0.56,0,0.06,0.47,0.76,0.63,0.73,0.21,45:07.1,45:34.9,0 days 00:00:27.732317,COMPLETE,,
61,61,20.27098362,0.38,0.93,0.6,0.27,0.74,0.6,0.74,0.2,0.2,0.54,0,0.53,0.16,0.43,0.41,0.25,0.82,0.14,0.34,0.46,0.29,0.73,0.92,0.04,48:55.6,49:26.5,0 days 00:00:30.853359,COMPLETE,,
592,592,20.27141023,0.47,0.67,0.44,0.7,0.41,0.55,0.49,0.33,0.03,0.54,0.25,0,0.74,0.17,0.16,0,0.56,0.17,0.55,0.29,0.06,0.1,0.19,0.77,44:26.7,48:35.4,0 days 00:04:08.696410,COMPLETE,,
144,144,20.27210231,0.61,0.71,0.58,0.44,0.69,0.66,0.73,0.53,0.13,0.17,0.82,0.52,0.27,0.62,0.95,0.1,0.88,0.07,0.11,0.92,0.44,0.56,0.1,0.33,36:38.2,37:21.0,0 days 00:00:42.883754,COMPLETE,,
167,167,20.2739712,0.69,0.76,0.06,0.27,0.59,0.69,0.83,0.37,0.1,0.09,0.77,0.63,0.48,0.7,0.43,0.04,1,0.03,0.07,0.85,0.52,0.7,0.18,0.48,57:33.9,58:20.5,0 days 00:00:46.608234,COMPLETE,,
81,81,20.27795903,0.72,0.59,0.47,0.31,0.68,0.7,0.61,0.23,0.24,0.28,0.12,0.56,0.38,0.78,0.52,0.05,0.9,0.07,0.39,0.73,0.56,0.59,0.81,0.23,58:58.8,59:21.1,0 days 00:00:22.277178,COMPLETE,,
941,941,20.28375871,0.05,0.24,0.71,0.7,0.47,0.51,0.6,0.25,0.12,0.41,0.41,0.68,0.94,0,0.02,0.76,0.47,0.33,0.87,0.18,0.31,0.09,0.12,0.51,23:51.1,24:29.1,0 days 00:00:37.981679,COMPLETE,,
90,90,20.28614731,0.92,0.42,0.44,0.24,0.55,0.78,0.57,0.39,0.08,0.51,0.15,0.7,0.52,0.62,0.59,0.18,0.97,0.19,0.45,0.74,0.55,0.85,0.8,0.19,02:45.6,03:08.7,0 days 00:00:23.084041,COMPLETE,,
164,164,20.28825961,0.63,0.68,0.03,0.37,0.68,0.67,0.86,0.39,0.06,0.16,0.73,0.42,0.34,0.62,0.94,0.09,0.86,0,0.17,0.98,0.47,0.66,0.22,0.52,54:52.3,56:08.3,0 days 00:01:15.994495,COMPLETE,,
88,88,20.29420536,0.68,0.62,0.42,0.2,0.59,0.85,0.51,0.33,0.1,0.37,0.07,0.79,0.46,0.91,0.54,0.08,0.85,0.02,0.52,0.69,0.57,0.76,0.87,0.24,01:56.6,02:20.1,0 days 00:00:23.494752,COMPLETE,,
409,409,20.29719057,0.48,0.78,0.16,0.97,0.38,0.52,0.84,0.12,0.17,0.98,0.92,0.22,0.17,0.38,0.28,0.07,0.98,0.03,0.18,0.53,0.78,0.97,0.46,0.26,06:42.8,07:13.1,0 days 00:00:30.279939,COMPLETE,,
130,130,20.29804902,0.7,0.68,0.24,0.26,0.71,0.67,0.72,0.47,0.08,0.24,0.73,0.52,0.31,0.78,0.95,0.03,0.82,0.12,0.35,0.99,0.41,0.57,0.98,0.35,24:26.7,25:04.2,0 days 00:00:37.543708,COMPLETE,,
20,20,20.29922333,0.2,0.84,0.15,0.46,0.27,0.83,0.09,0.26,0.11,0.67,0.36,0.29,0.57,0.57,0.17,0.33,0.86,0.1,0.47,0.71,0.86,0.26,0.52,0.13,23:49.4,24:18.3,0 days 00:00:28.911054,COMPLETE,,
141,141,20.30031957,0.57,0.74,0.56,0.38,0.7,0.63,0.77,0.45,0.07,0.32,0.9,0.56,0.3,0.58,0.86,0.06,0.84,0.72,0.14,0.94,0.37,0.51,0.89,0.39,34:54.7,35:31.5,0 days 00:00:36.810767,COMPLETE,,
315,315,20.30438793,0.67,0.84,0.09,0.41,0.44,0.51,0.79,0.24,0.23,0.02,0.92,0.28,0.27,0.54,0.4,0.11,0.97,0.02,0.13,0.2,0.74,0.91,0.46,0.24,13:19.1,13:57.7,0 days 00:00:38.577865,COMPLETE,,
102,102,20.31070582,0.71,0.76,0.4,0.28,0.68,0.65,0.65,0.58,0.07,0.42,0.04,0.74,0.46,0.74,0.84,0.12,0.86,0.05,0.32,0.8,0.42,0.79,1,0.32,52:54.3,54:18.8,0 days 00:01:24.504651,COMPLETE,,
136,136,20.31228894,0.6,0.69,0.53,0.4,0.66,0.62,0.68,0.42,0.11,0.33,0.95,0.55,0.33,0.76,0.87,0.11,0.78,0.89,0.32,1,0.52,0.59,0.91,0.36,29:54.3,31:03.3,0 days 00:01:09.015786,COMPLETE,,
717,717,20.32138072,0.14,0.66,0.71,0.86,0.83,0.5,0.55,0.31,0.08,0.6,0.49,0.07,0.81,0.14,0.22,0.08,0.4,0.17,0.9,0.25,0.04,0.03,0.13,0.6,33:44.8,34:24.6,0 days 00:00:39.734427,COMPLETE,,
118,118,20.33966348,0.65,0.61,0.49,0.31,0.46,0.56,0.73,0.48,0.22,0.49,0,0.45,0.32,0.8,0.97,0.2,0.14,0.07,0.25,0.88,0.52,0.69,0.96,0.19,11:40.2,13:18.8,0 days 00:01:38.644111,COMPLETE,,
63,63,20.34822645,0.12,0.97,0.49,0.39,0.94,0.54,0.66,0.18,0.13,0.62,0.03,0.73,0.58,0.47,0.32,0.35,0.93,0.11,0.34,0.4,0.33,0.84,0.94,0.16,49:56.8,50:24.4,0 days 00:00:27.636742,COMPLETE,,
31,31,20.35059146,0.31,1,0.55,0.89,0.18,0.52,0.33,0.2,0.19,0.58,0.42,0.39,0.5,0.37,0.05,0.27,0.75,0.17,0.23,0.78,0.82,0.3,0.48,0.14,31:47.5,32:30.3,0 days 00:00:42.808028,COMPLETE,,
38,38,20.35410999,0.46,0.83,0.6,0.34,0.13,0.63,0.67,0.24,0.27,0.49,0,0.58,0.3,0.45,0.42,0.26,0.73,0.05,0.46,0.9,0.85,0.29,0.96,0.05,36:47.9,37:31.5,0 days 00:00:43.643253,COMPLETE,,
229,229,20.35428841,0.74,0.83,0,0.37,0.71,0.54,0.9,0.32,0.1,0.24,0.81,0.52,0.39,0.67,0.43,0.51,0.89,0.04,0.02,0.85,0.63,0.86,0.05,0.38,10:29.6,11:01.9,0 days 00:00:32.291283,COMPLETE,,
740,740,20.35585118,0.22,0.72,0.45,1,0.38,0.59,0.52,0.32,0.34,0.48,0.38,0.06,0.64,0.16,0.26,0.05,0.3,0.19,1,0.17,0.01,0.03,0.23,0.51,52:32.5,53:46.6,0 days 00:01:14.154250,COMPLETE,,
120,120,20.36299944,0.71,0.69,0.57,0.4,0.67,0.66,0.66,0.41,0.26,0.17,0.08,0.54,0.37,0.76,0.41,0.02,0.67,0.12,0.17,0.84,0.56,0.78,0.92,0.17,14:24.8,15:15.3,0 days 00:00:50.494209,COMPLETE,,
431,431,20.38089938,0.49,0.56,0.31,0.66,0.52,0.5,0.72,0.23,0.31,1,0.97,0.19,0.31,0.28,0.04,0.06,0.62,0.1,0.83,0.62,0.82,0.33,0.47,0.05,16:56.8,17:23.7,0 days 00:00:26.902521,COMPLETE,,
848,848,20.38564671,0.15,0.54,0.65,0.77,0.43,0.45,0.66,0.24,0.21,0.43,0.31,0.71,0.94,0.07,0.11,0.89,0.44,0.12,0.81,0.32,0.21,0,0.07,0.63,19:10.3,19:40.8,0 days 00:00:30.492621,COMPLETE,,
351,351,20.38743403,0.64,0.7,0.13,0.49,0.32,0.47,0.05,0.14,0.12,0.94,0.96,0.23,0.18,0.33,0.33,0.05,1,0.06,0.19,0.53,0.79,1,0.48,0.19,43:02.0,43:41.9,0 days 00:00:39.858746,COMPLETE,,
934,934,20.39039325,0.08,0.34,0.6,0.17,0.44,0.52,0.61,0.25,0.13,0.49,0.33,0.92,0.94,0,0.02,0.05,0.47,0.27,0.88,0.21,0.37,0.07,0.11,0.5,19:44.1,20:09.7,0 days 00:00:25.557239,COMPLETE,,
575,575,20.40092923,0.45,0.67,0.46,0.74,0.4,0.54,0.6,0.31,0.02,0.54,0.22,0.04,0.13,0.22,0.15,0,0.54,0.22,0.55,0.21,0.05,0.13,0.25,0.11,34:10.3,34:57.8,0 days 00:00:47.578122,COMPLETE,,
257,257,20.40454835,0.74,0.95,0.03,0.31,0.58,0.56,0.81,0.25,0.04,0.13,0.89,0.5,0.43,0.67,0.52,0.14,0.87,0.04,0.04,0.88,0.7,0.81,0,0.34,34:33.4,35:10.0,0 days 00:00:36.580167,COMPLETE,,
39,39,20.41313505,0.44,0.92,0.62,0.29,0.13,0.61,0.7,0.21,0.24,0.52,0.09,0.59,0,0.36,0.41,0.26,0.73,0.18,0.23,0.54,0.87,0.62,0.92,0.06,37:31.5,38:07.2,0 days 00:00:35.690398,COMPLETE,,
42,42,20.4175958,0.41,0.91,0.64,0.35,0.14,0.52,0.65,0.38,0.26,0.58,0.07,0.67,0.22,0.34,0.55,0.31,0.73,0.15,0.2,0.43,0.92,0.62,0.88,0.07,39:05.5,39:37.8,0 days 00:00:32.373380,COMPLETE,,
693,693,20.41938622,0.25,0.41,0.49,0.86,0.36,0.51,0.56,0.35,0.37,0.46,0.37,0.04,0.84,0.05,0.2,0.11,0.41,0.11,0.93,0.25,0.11,0,0.22,0.53,20:57.0,21:31.4,0 days 00:00:34.419470,COMPLETE,,
147,147,20.41994295,0.56,0.77,0.61,0.35,0.67,0.57,0.7,0.46,0.11,0.3,0.81,0.56,0.32,0.64,0.88,0.14,0.85,0.56,0.18,1,0.31,0.55,0.29,0.33,38:38.2,39:21.6,0 days 00:00:43.408914,COMPLETE,,
98,98,20.43177114,0.95,0.66,0.47,0.38,0.64,0.72,0.72,0.42,0.05,0.33,0.07,0.58,0.44,0.65,0.43,0.14,0.88,0.06,0.29,0.86,0.39,0.53,1,0.25,06:52.1,07:17.0,0 days 00:00:24.959931,COMPLETE,,
21,21,20.43218258,0.2,0.84,0.17,0.47,0.26,0.84,0.02,0.27,0.1,0.67,0.37,0.31,0.59,0.59,0.2,0.35,0.88,0.06,0.47,0.72,0.8,0.29,0.55,0.13,24:18.3,24:55.7,0 days 00:00:37.449709,COMPLETE,,
100,100,20.4335892,0.76,0.73,0.29,0.16,0.63,0.8,0.54,0.47,0.1,0.36,0.06,0.55,0.36,0.61,0.36,0.16,0.9,0.12,0.23,0.8,0.61,0.61,0.97,0.5,50:49.4,52:02.5,0 days 00:01:13.109306,COMPLETE,,
226,226,20.43796915,0.82,0.94,0.09,0.39,0.69,0.52,0.94,0.29,0.08,0.26,0.77,0.48,0.44,1,0.5,0.21,0.81,0.09,0.04,0.83,0.54,0.87,0.11,0.43,07:49.4,08:30.9,0 days 00:00:41.428983,COMPLETE,,
68,68,20.44514386,0.25,0.86,0.65,0.25,0.96,0.43,0.86,0.13,0.14,0.55,0.59,0.44,0.69,0.37,0.27,0.42,0.92,0.16,0.33,0.26,0.49,0.94,0.5,0.2,53:03.6,53:30.9,0 days 00:00:27.309698,COMPLETE,,
163,163,20.4521448,0.59,0.73,0.11,0.29,0.62,0.62,0.84,0.42,0.16,0.08,0.57,0.51,0.97,0.59,0.92,0.19,0.95,0.04,0.13,0.96,0.42,0.72,0.25,0.58,54:03.5,54:52.3,0 days 00:00:48.819911,COMPLETE,,
62,62,20.45222758,0.37,0.81,0.59,0.33,0.77,0.5,0.75,0.09,0.21,0.66,0.01,0.51,0.67,0.43,0.54,0.22,0.83,0.14,0.39,0.45,0.28,0.72,0.88,0.03,49:26.5,49:56.8,0 days 00:00:30.277749,COMPLETE,,
125,125,20.45585111,0.76,0.75,0.43,0.31,0.36,0.62,0.71,0.56,0.13,0.29,0.83,0.47,0.29,0.6,0.89,0,0.71,0.14,0.33,0.87,0.49,0.65,0.93,0.28,19:34.6,20:37.4,0 days 00:01:02.857636,COMPLETE,,
387,387,20.4661441,0.67,0.77,0.18,0.46,0.46,0.4,0.16,0.22,0.22,0.95,0.91,0.33,0.22,0.47,0.34,0.02,1,0.45,0.19,0.44,0.84,0.92,0.49,0.25,07:11.1,07:45.8,0 days 00:00:34.747099,COMPLETE,,
896,896,20.46616029,0.07,0.43,0.67,0.71,0.42,0.49,0.66,0.19,0.19,0.48,0.37,0.95,0.97,0.07,0.05,0.01,0.01,0.27,0.88,0.27,0.22,0.02,0.01,0.49,51:01.2,51:29.7,0 days 00:00:28.527911,COMPLETE,,
851,851,20.47035918,0.16,0.5,0.58,0.75,0.41,0.48,0.64,0.26,0.43,0.47,0.35,0.91,0.94,0.12,0.1,0.03,0.46,0.14,0.85,0.34,0.31,0.02,0.05,0.54,21:05.5,21:37.3,0 days 00:00:31.757499,COMPLETE,,
51,51,20.47821142,0.44,0.91,0.64,0.29,0.11,0.6,0.76,0.19,0.24,0.45,0.1,0.47,0.23,0.36,0.51,0.25,0.61,0.19,0.24,0.56,0.84,0.69,0.91,0.06,43:49.2,44:16.5,0 days 00:00:27.367227,COMPLETE,,
168,168,20.48929692,0.58,0.7,0.09,0.24,0.57,0.67,0.91,0.41,0.19,0.04,0.75,0.72,0.46,0.7,0.97,0.1,0.94,0.01,0.12,0.83,0.42,0.67,0.11,0.51,58:20.5,59:06.8,0 days 00:00:46.265586,COMPLETE,,
80,80,20.49106941,0.82,0.29,0.52,0.22,0.54,0.79,0.56,0.33,0.07,0.39,0.08,0.67,0.33,0.69,0.63,0.1,0.95,0.24,0.43,0.81,0.45,0.7,0.89,0.28,58:32.3,58:58.8,0 days 00:00:26.492871,COMPLETE,,
255,255,20.49655803,0.73,0.92,0.02,0.35,0.6,0.57,0.85,0.26,0.1,0.16,0.91,0.24,0.4,0.64,0.44,0.78,0.88,0.02,0.06,0.87,0.71,0.79,0.02,0.34,33:24.5,34:00.7,0 days 00:00:36.271919,COMPLETE,,
156,156,20.50055357,0.61,0.7,0.11,0.29,0.6,0.55,0.87,0.38,0.07,0.06,0.75,0.67,0.39,0.6,1,0.16,0.93,0.03,0.06,0.88,0.42,0.68,0.14,0.49,46:41.7,47:33.6,0 days 00:00:51.890890,COMPLETE,,
112,112,20.50652223,0.82,0.67,0.45,0.28,0.6,0.72,0.56,0.61,0.23,0.39,0.12,0.71,0.53,0.65,0.56,0.18,0.86,0.04,0.22,0.71,0.47,0.68,0.9,0.26,03:43.5,05:03.5,0 days 00:01:19.982297,COMPLETE,,
443,443,20.5071343,0.5,0.58,0.22,0.6,0.51,0.89,0.02,0,0.17,0.96,0.96,0.16,0.05,0.29,0.13,0.07,0.6,0.09,0.7,0.3,0.78,0.38,0.42,0.03,24:41.0,25:12.5,0 days 00:00:31.537527,COMPLETE,,
